image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
550691,000000550691.jpg,a red double decker bus is traveling down the road,a double - decker bus on a city street,the red double decker bus is traveling down the street,a red double decker bus traveling down a road,a red bus traveling down a city street
550714,000000550714.jpg,a young girl with a half eaten banana,a girl eats a piece of banana with her eyes open,young girl eating large banana at outdoor table,the young girl is eating the peeled banana,a girl in an orange dress is eating a banana
550797,000000550797.jpg,a blue toilet in a bathroom next to a towel rack,a blue toilet sits in the middle of the floor,a small blue toilet in a room with tile floors,an old blue toilet is placed in a small bathroom,a blue toilet sitting inside of a bathroom
550939,000000550939.jpg,palm trees surrounding intersection sign in residential neighborhood,a green street sign mounted to the side of a pole,there is a street sign on the corner,a street sign with two names on it next to a palm tree,two street signs sit next to the palm trees
551215,000000551215.jpg,a woman is holding a tennis racket on the grass,an older woman is playing tennis on the grass,a woman is playing tennis on the court,a female tennis player hits the ball with her racket,a person on a tennis court with a racket
551304,000000551304.jpg,the statue is in a public restroom with only one of it's heads up,an elaborate toilet is on display in the bathroom,this is a toilet in the corner of a bathroom,an ornately decorated toilet is placed next to the trashcan,a fancy toilet sitting next to a trash can
551350,000000551350.jpg,the picnic bench is empty in the park,an empty park bench next to a tree,there is no image here to provide a caption for,a picnic table is next to a tree and grass,a park bench sitting next to a tree on top of dirt
551439,000000551439.jpg,woman sitting on bed with open book smiling,a woman in a bed holding up a book,a pretty young woman laying in bed holding a book,a woman in bed holding a book that says run,a woman is reading a book in bed
551660,000000551660.jpg,a bowl filled with vegetables on top of a table,some food in a white bowl next to a fork,a bowl of broccoli and apples sitting on a table,bowl filled with broccoli and sliced apple slices,a bowl filled with lots of green vegetables
551780,000000551780.jpg,clock hanging on the wall of a store,a clock mounted on the side of a building,a clock on the side of a building in england,a white clock is displayed on the side of a building,a sign on the side of a building with a large clock
551794,000000551794.jpg,a man that is on a motorcycle parked on the side of the road,a man is riding his motorcycle down the road,two people on a motorcycle on a winding road,two people on motorcycles driving down a rural road,there is a man on a motorcycle that is driving on a dirt road
551804,000000551804.jpg,there is a woman playing tennis on the court,woman getting ready to hit tennis ball with racket on clay court,there is a woman that is playing tennis on the court,a woman playing tennis on a clay court,a tennis player gets ready to hit the ball
551815,000000551815.jpg,two cats are sleeping side by side on a blanket,a couple of cats that are laying down,two cats are resting together on a blanket,two cats lay down on top of a blanket,two cats laying next to each other on top of a bed
551820,000000551820.jpg,several tennis players and an instructor standing around a net,a group of people playing tennis on a court,a man playing tennis on a hard surface court,two men and a woman on tennis court playing doubles,many people playing tennis indoors and having a good time
551822,000000551822.jpg,a sandwich on a white plate and a cup of coffee,a sandwich and some side dish sit on a white plate,a plate that has food on it on the table,sandwich with sauce on plate sitting in front of a drink at outdoor cafe,a sandwich with some drinks sitting on top of a table
552371,000000552371.jpg,two horses one brown and one white,two horses looking in the same direction while standing next to each other,two brown horses stand in a field with a white fence,two horses standing in an open field near one another,two horses in a corral on a farm
552612,000000552612.jpg,a heard of white sheep eating grass in the field,there are sheep that are eating in the grass,a herd of sheep grazing on green grass,a herd of sheep grazing on a green grassy hill,several sheep grazing on some grass near trees
552775,000000552775.jpg,a man standing in front of an oven with the oven door open,a man is making homemade cookies with purple neon lights,a man looking through an oven in a kitchen,a man in the kitchen is taking his pans out of the oven,a man taking some food out of an oven
552842,000000552842.jpg,the pitcher stands at ready for the pitch,a baseball player pitching a baseball during a game,a pitcher throwing a baseball from the mound,a man wearing white is playing a game of baseball,a pitcher throws a ball from the mound
552883,000000552883.jpg,a empty kitchen with a washing machine,the kitchen features mint - green walls and white trim,a green kitchen with wood floors and two windows,a room with blue walls and tan cabinets,a green kitchen with a dish washer on the floor and wooden cabinets
552902,000000552902.jpg,a zebra grazing in a field with many trees,a zebra is grazing in a grassy field,a zebra eating grass in an open field,a zebra standing on a green grass covered field,a zebra grazing on some grass in the wild
553094,000000553094.jpg,an airplane flying with the bottom trailing smoke from its wings,an airplane is flying in the sky and emitting smoke,a fighter jet is in the air with smoke pouring out of its wings,two air planes flying in the sky together,two planes are in the air while the smoke is coming out
553221,000000553221.jpg,some kite surfers are doing tricks on the water,a man is in the air while water skiing,some parasails are gliding across a large body of water,many people in the water holding onto something while parasailing,a man flying through the air on top of a surfboard
553339,000000553339.jpg,street with a couple of green signs attached to poles,the road sign for college life & mercedes on a foggy day,an image of a road that is very quiet,green street sign next to the road with a lot of telephone poles,a street sign sitting under power lines on a foggy day
553511,000000553511.jpg,several cars at an intersection with street signs in front of skyscrapers,a traffic light that has a street sign above it,cars are parked at the corner of a city street,a street with cars driving under a stoplight,street intersection near tall buildings with cars driving under street sign
553664,000000553664.jpg,the laptop and phone are placed on the desk,the contents of an open book are on the table,a laptop on a table near other electronic devices,an open book with headphones is laying next to a lap top and book shelf,a table topped with a laptop computer on top of a wooden table
553669,000000553669.jpg,two people sitting on a bench in front of trees,people are sitting on a park bench and viewing the flowers,the people are on the park bench,a man sits on a bench and uses his laptop in front of a flower garden,"the people are enjoying the bright, sunny day"
553731,000000553731.jpg,a clown talking on a cellphone next to a crowd,man with painted face talking on his cell phone,a man dressed as clown on the phone,an elderly man with clown makeup stands on a tram and talks on his cell phone,a clown wearing colorful clothing is on a cell phone
553776,000000553776.jpg,a person riding on the back of a yellow motorcycle,a yellow motorcycle with a person riding on it,a person riding on the back of a yellow motorcycle,a man in yellow helmet riding a yellow motorcycle,the person is riding a yellow motorcycle in the road
553788,000000553788.jpg,a man with a laptop laying in bed,the woman is lying on her bed looking at her laptop,a man lying down on his bed working on a laptop computer,a person is laying down in bed with an open laptop,the girl is laying in bed on her lap and working on her laptop
553990,000000553990.jpg,a person riding on the back of a brown horse,a woman on a horse jumping over an obstacle,a person jumping a horse over an obstacle,a horse jumping over an obstacle on a field,a horse and rider jumping a fence in the grass
554002,000000554002.jpg,a group of people standing around with one of them holding a small black dog,small black dog stands between people's legs,there is a small black dog walking down the street,there are many people standing around with their feet together,several people standing with a small dog
554156,000000554156.jpg,a man in white shirt and black shorts playing tennis,a tennis player prepares to hit the ball with his racket,a tennis player hits the ball with his racket,a tennis player is holding his racket up to hit the ball,a male tennis player holding his racket and ready to hit a ball
554266,000000554266.jpg,a series of photographs with feet in the air,"multiple images of feet, feet and sheets on a bed",some pictures of people laying in a bed,multiple photographs of person laying on the floor under pillows,some pictures are showing the room with many different things in it
554291,000000554291.jpg,there is a cat inside of a blue tunnel,there is a small black and white cat on the table,an object on a table in a room,the cat is looking at the blue frisbee on the table,a blurry picture of a dog standing next to a toy and pencils
554328,000000554328.jpg,three men standing on the field holding baseball gloves,three young baseball players talking to each other,three young baseball players are standing on the field with a ball in their hands,an old photograph of three men standing together holding baseballs,three men standing on the side of a field wearing baseball uniforms
554579,000000554579.jpg,three women wearing dresses and standing with a dog,three women are standing in a room next to a dog,a group of people dressed up in costume next to a dog,group of people in costume standing next to a dog,three women and two men in costumes standing with a dog
554595,000000554595.jpg,man laying in the sand holding a surf board next to the ocean,man sitting in the sand near a surfboard,a surf board with a person laying on top of it,an image of a man laying on the beach,man lays on sand next to surfboard at the beach
554735,000000554735.jpg,someone taking some food from a box,a person holding up their pizza to take it out of the box,the slice of pizza has sausage and mushrooms on it,someone picks up a piece of pizza from the box,hand holding up an open cardboard pizza box
554838,000000554838.jpg,a refrigerator with milk and juice in it,the contents of a fridge are stacked atop each other,there are some cereal on top of the refrigerator,a microwave oven and some snacks in a room,a microwave sitting on top of a fridge
555005,000000555005.jpg,a dog is sleeping on the blankets with his head on the bed,an image of a big dog sleeping on the bed,a horse is lying in bed under a blanket,two dogs sleeping with their blankets covering them,a horse laying in the bed under a table
555009,000000555009.jpg,two computer screens are shown with earphones sitting on them,"the desk has two monitors, a keyboard and headphones on it",a table top with two computer monitors and a keyboard and mouse,two desktop computers sitting on top of a white desk,two computers with headphones and an opened laptop on a desk
555012,000000555012.jpg,a bathroom with white tile floor and a bath tub,a bathroom with a toilet and bathtub,a bathroom with white tile and gold fixtures,a white bath tub sitting next to a toilet and sink,a small white bathroom with the lid up
555050,000000555050.jpg,a gray car drives past a building in the middle of a road,a car drives past a store on a city street,there is a grey car driving down the street,a view of a street from a corner with the shops in the background,a car is driving past an old fashion shop
555412,000000555412.jpg,a pizza with lots of greens and meat on top,there is a pizza covered in green leaves and sauce,a pizza on a cutting board with toppings,a close up of a pizza on a cutting board,this is an item of food that is in the image
555597,000000555597.jpg,old photo of cars parked in front of a very tall building,the old time is busy in the large city,cars driving in traffic and a building with towers on it,a black and white photo of buildings in a city,cars parked on the street next to buildings
555705,000000555705.jpg,"two cats lying on concrete, with one looking at the camera",two cats sitting next to each other in white shoes,a pair of cats in high tops resting on the steps,two cats that are laying next to each other,two cats laying next to each other on cement with green plants
555972,000000555972.jpg,a vase with purple flowers sitting on top of a table,a planter with a few purple flowers in it,vase with pink flowers sitting on top of a table,a vase with a flower and plants in it,a vase with some purple flowers in it
556000,000000556000.jpg,two boys and one boy are in the living room playing with nintendo wii controllers,three boys playing a game with remote controllers,three boys in a living room playing wii,three boys in a living room playing a game,a group of people playing with a remote controller in their living room
556158,000000556158.jpg,man with black jacket skiing across snowy ground,a person standing in the snow while on skis,man cross country skiing on snowy road in winter,the man is cross country skiing on a snowy hill,man in snow gear cross country skiing on a snowy trail
556193,000000556193.jpg,two young men are playing wii in the living room,two men playing video game in room with computer,two young men standing next to each other in front of a computer monitor,two men playing a video game together,two men in the room talking while holding game controllers
556498,000000556498.jpg,a lamppost and street signs in front of a brick building,a street light sitting on top of a pole,a lamp post with street signs in front of a building,street signs in front of a brick building,a street light on top of a lamp post
556765,000000556765.jpg,a large elephant standing in some deep water,the elephant is standing in the water by himself,an elephant wading in the water near rocks,"an elephant walking through shallow, icy waters",an elephant walking in the water at the edge of a stream
556873,000000556873.jpg,the wedding cake is sitting on the lawn in the grass,a wedding cake sitting in a field with daisies in the background,a small cake is sitting in the middle of the grass,a close up view of a cake on the ground surrounded by daisies,an image of a wedding cake in the middle of flowers
557172,000000557172.jpg,a bath room with a big mirror and a bathtub,a sink with a mirror and soap dispenser,an image of a bathroom setting with a mirror,an illuminated mirror over a sink in a bathroom,a very clean hotel bathroom with a bathtub and mirror
557258,000000557258.jpg,a close up of the side of a toilet,a toilet with the lid up in a bathroom stall,an up close view of a white toilet in a bathroom,the interior of a small bathroom stall with a white toilet,a toilet bowl with a medical themed sticker on the lid
557501,000000557501.jpg,the men's bathroom is colorful and clean,"two sinks, mirrors and trashcan in a small room","a public restroom with a yellow table, two sinks and mirror",a bathroom with two sinks and three trash cans,a couple of sinks and mirrors inside of a bathroom
557672,000000557672.jpg,a woman walking down the street with an umbrella over her head,woman walking in the sunshine holding an orange umbrella,a woman holding an umbrella looking away while walking,a woman walking down a bridge carrying an umbrella,a woman walks down the street holding an orange umbrella
557884,000000557884.jpg,a plant is shown growing inside a bottle,there is a glass vase with some flowers,a plant that is hanging upside down in a glass,"a small plant is growing up and out of an old, empty glass vase",a potted plant is hanging on a white wall
557916,000000557916.jpg,a little girl sitting on a bed in a hotel room,the small child is sitting on the bed staring at the teddy bear,there is a little girl that is sitting on the edge of a bed,the young girl is looking into a teddy bear sitting on the edge of the bed,the girl is sitting on her bed watching a teddy bear
558073,000000558073.jpg,a cat sitting in a tub on top of a wooden floor,the cat is standing on the edge of a bathtub,a cat is sitting in the middle of a bath tub,a cat in a bathtub with the eyes open,a cat sitting in a bath tub with its paws up
558114,000000558114.jpg,several basketball players walk on the court while an official addresses them,a group of basketball players standing on top of a court,the basketball team walks onto the court with coach in hand,a coach directs his team as they play in the basketball game,a group of men on basketball teams walking towards the stands
558213,000000558213.jpg,a man standing on top of a skateboard,a man skate boarding down the street from a fence,a skateboarder riding a rail in an enclosed area,people at an abandoned skate park one is riding a skateboard,a man on a skateboard near an open gate
558421,000000558421.jpg,train riding down the tracks near a covered platform,train passing under a bridge near trees on railroad tracks,"train passing under the bridge, during the day",a train traveling down tracks near a bridge,a colorful train traveling through a rural countryside
558558,000000558558.jpg,this is an image of a blurred picture,an image of a night time view of a street,an image of a car at night time,street lights in the middle of a busy street,a blurry picture of traffic lights at night
558854,000000558854.jpg,some chili and a sandwich are sitting on a table,"a table that has a plate of food on it, with a bowl of beans",chili and beans with fries and an open sandwich,a table topped with a bowl of chili and two sandwiches,a couple of plates that are on a table
559099,000000559099.jpg,a herd of cattle grazing in a field with a mountian in the background,an image of animals in a field with a mountain,a large field with a small herd of cattle,cows are grazing in the open on a sunny day,a herd of cattle grazing in the pasture on a sunny day
559160,000000559160.jpg,there is a man that is skateboarding with some people,a young man carrying his skateboard down a ramp,the skateboarder is running towards the wall with other skateboarders,a young man is holding his skateboard to the side,a person riding a skate board in a skate park
559348,000000559348.jpg,baseball player taking a swing at ball while crowd watches,several men are playing baseball on a field,a professional baseball game as the crowd looks on,people are in the stands watching the baseball game,a baseball player holding a bat while standing on top of a field
559513,000000559513.jpg,a plate with food and a fork next to some sauces,a plate that has some food on top of it,a blue plate topped with lots of different types of food,blue tray of food with a large amount of seafood and veggies on it,a blue plate topped with meat and fries next to ketchup
559543,000000559543.jpg,a small girl stands in the living room holding a wii controller,a young girl in a living room holds a video game remote,young girl with microphone in living room looking at camera,a girl holding a remote in a living room,a young girl playing wii in a living room
559547,000000559547.jpg,an old photo of three baseball players standing in front of a wall,three baseball players with two hats on and one wearing gloves,the three men are dressed in uniforms and hats,four baseball players posing in front of an image,two men are standing side by side with baseball bats and two are wearing uniforms with
559707,000000559707.jpg,broccoli and pasta with chicken on a plate,"pasta and broccoli with chicken, tomatoes, and parmesan cheese",a plate of pasta with ham and broccoli,this is broccoli and meat with pasta on a white plate,this pasta dish has ham and broccoli
559842,000000559842.jpg,young children are chasing a soccer ball on grass,a group of young people watching some small children play soccer,several children are playing soccer with adults on the field,some young boys and girls running in the grass,the young children are playing soccer on the field
559956,000000559956.jpg,three women and one man are milking sheep in a stable,some people sitting down with sheep and beer bottles,two people looking at three sheep and other animals,a couple of sheep standing in the dirt,three women and one is holding the sheep in their arms
560011,000000560011.jpg,a closeup view of a keyboard with a blue light on it,a close up of the keyboard and mouse on a desk,a keyboard and mouse on a white table,a mouse and keyboard with glowing blue lights,a close up shot of a keyboard and mouse
560178,000000560178.jpg,a hand holding a partially eaten piece of food,a person holds up an open radish in their hand,there is a small piece of food being held,the small piece of food is being held by a hand,a close up of a hand holding up a small piece of fruit
560256,000000560256.jpg,the large display of fruit includes many types of fruit,a fruit stand with various fresh fruit on it,fruit stand with many types of fruit in boxes,different boxes of produce on display in a fruit stand,a street market selling many different kinds of fruit
560266,000000560266.jpg,two bears in water fighting for food,two bears are playing in the water together,two brown bears fighting in water near rocks,two bears play fighting in the water,two bears are playing with each other in the water
560279,000000560279.jpg,white toilet bowl with rainbow light shining on the tank and water,a toilet with the lid up with a cleaning brush next to it,there is a toilet in the small bathroom,an image of a bathroom setting with a toilet,a white toilet with the light shining on the back
560312,000000560312.jpg,a wall with writing on it in front of a window and leather furniture,a bench and windows with words on a large sign,a big room with a lot of windows and some benches,a room with windows and benches inside of it,a large room with two benches in front of a chalk board
560371,000000560371.jpg,the street signs are clearly visible for us to see,an old street sign stands in front of snowy trees,two green street signs pointing to the right,a couple of street signs near many trees,green street signs sitting in the snow covered woods
560474,000000560474.jpg,several different items are on the back of the car,people standing and sitting near a car covered with fake toothbrushes,a street vendor is selling toy figures and toys,there is a car decorated with different items,many toys are on the top of a car
560880,000000560880.jpg,a group of men ride on horses pulling a wagon,a man driving a plow with three horses pulling it and a dog running alongside,this old photo is of a man with his horse and two dogs,two men in horses drawn carriage are on a farm,this is a couple horses pulling a wagon behind them
560911,000000560911.jpg,a man lying on a couch holding his phone,a man is sitting on the couch using his phone,a man sitting on the floor beside a pile of luggage,a man sitting on a couch holding a cell phone and packing suitcases,a man laying on the floor with his foot up next to suitcases
561009,000000561009.jpg,a brown bird sitting on top of a tree branch,a brown bird perched on a tree branch,a bird sits on the branch of a tree,a bird sits on top of a branch while looking into the distance,a large brown and black bird is perched in a tree
561223,000000561223.jpg,a man in black shirt surfing on a white surfboard,a person riding a surf board on a wave,a person is riding the waves on a surfboard,a person riding a surfboard on top of a wave,a man riding a surfboard on top of a wave
561256,000000561256.jpg,a woman is taking a selfie in a bathroom mirror,a woman standing in front of a mirror in the bathroom,an older woman taking a selfie in the bathroom mirror,a woman in a bathroom taking a picture in a mirror,a woman taking a selfie in a restroom mirror
561335,000000561335.jpg,a small green boat sitting on top of some woods,some boats are parked in the woods by some rocks,an old boat sitting in a forest area,a boat that is laying on the ground in the forest,a small boat is sitting on the ground
561366,000000561366.jpg,a close up of two cellphones on top of a calculator,a small cellphone that is sitting on a remote control,two cell phones sitting on top of each other,an image of a light that is in the calculator,a smart phone and a cellphone with their respective keys
561465,000000561465.jpg,"pastries in an open box, a plate with bacon and a tray with don",a close up of food on plates near other plates,"donuts, bacon and apple pie sitting on the counter",a table that has two boxes of donuts,this meal has meat and pastry on the plates
561679,000000561679.jpg,a street maintenance sign sitting next to a tree,a street maintenance warning sign on a pole,an orange street maintenance sign on a city street,street sign indicating block on wednesday,a street sign warning motorists that there is no maintenance
561889,000000561889.jpg,an image of a full plate of food,"a plate topped with meat, veggies and rice","plate of food with mixed vegetables, meat and bread","a plate with broccoli, potatoes, rice and other things on it",the plate has mixed different types of food on it
561958,000000561958.jpg,many people are standing on skis in the snow,a group of people walking across snow covered ground,a group of people that are standing in the snow,many people with skis and snow gear walking together in the snow,a group of people that are skiing in the snow
562059,000000562059.jpg,"two apples, a vase, and a bowl of granola",a bowl of oatmeal and fruit is on a cloth with two spoon,an apple crumbler and other fruit on a table,a glass pan filled with apple crispion next to spoons and apples,"a bowl of oatmeal, apples and a pitcher of milk"
562121,000000562121.jpg,zebras chasing after each other in the brush,two zebras are fighting in the savannah,a zebra fighting with other animals through the brush,two zebras in a field next to some bushes and trees,two zebras fighting in the dirt near some trees
562197,000000562197.jpg,"four pictures of vegetables, rice, and other food items",four different images showing various kinds of food,three different kinds of food are placed on this picture,"a plate filled with chicken, black beans, broccoli and other food",a series of images with some healthy foods in it
562207,000000562207.jpg,some people are standing near an elephant in the water,a family poses with an elephant at the water's edge,two guys and an elephant on the bank of a river,two people and an elephant standing near some water,two young men standing next to an elephant
562229,000000562229.jpg,a little boy on a skateboard in an open street,a little boy is riding a skateboard in the road,the boy is riding his skateboard on the road,a young boy riding his skateboard down the street,the boy rides his skateboard in the road
562243,000000562243.jpg,man in a pink shirt with glasses posing for a photo,a man is dressed in a dress shirt and tie,a person wearing glasses and a tie,a man with glasses and purple shirt posing for the camera,a man wearing a purple shirt with a grey tie
562443,000000562443.jpg,two adult zebras and one juvenile zebra stand side by side,a herd of zebra grazing in a fenced off field,zebras grazing on grass in front of a fence,two zebras standing next to each other in an open field,zebras standing next to each other in a grassy field
562448,000000562448.jpg,an empty bus traveling down a road at night,a city bus that is driving down the street,a long bus is moving on the street,a long bus driving down a city street,a large bus is driving down the street
562561,000000562561.jpg,two dogs are standing by the owner at a backyard party,a brown dog looking off into the distance,two dogs sitting on the grass outside next to each other,two dogs outside on grass playing with a ball,two dogs on a grassy area playing with toys
562581,000000562581.jpg,tennis player in white outfit swinging a racket,the man is playing tennis on the court,a person on a court with a tennis racket,a man walking along the tennis court with a tennis racket,a tennis player holding a racket in the air
562818,000000562818.jpg,"several skiers on a ski slope, surrounded by mountains",people ski down a snow covered slope on the mountain,a group of skiers going up the mountain,people skiing and snowboarding down a snowy mountain side,several people are skiing down a snowy mountain
562843,000000562843.jpg,a cup of coffee is next to some scissors,a cup with coffee next to two cellphones,a cup of coffee and scissors sit next to each other,"a cup of coffee on a table with some pens, scissors and a cell phone","a cup of coffee, scissors and remote control sitting on a counter"
563267,000000563267.jpg,two guys playing a video game in an old building,there are two guys that are playing video games together,the two guys are playing video games together,two guys are playing video games on the tv,two men are standing in front of a blackboard
563281,000000563281.jpg,a toddler plays with toy animals in her bedroom,a young boy plays with some fake toy animals,a young child standing near toys in front of a wall,a young child standing next to a small wooden bird,a little boy holding a book with a chicken on the floor
563349,000000563349.jpg,someone does a high - flying trick over the snow,a snowboarder is gliding through the air in a field,a man hanging from rope above snow covered ground,a person is on a wake board riding on the water,a man wearing a green wetsuit riding on a snowboard
563470,000000563470.jpg,a man leaning over to pick up a blue plastic item with his head,a person in grey hoodie playing tee ball,man with his head in his hands leaning on a bat,an older lady leaning over with her head covered and leaning on a bat,a person holding onto a blue and blue ball
563603,000000563603.jpg,three giraffes are standing by the water near a tree,a group of giraffes standing near a tree and water,four giraffe standing around in the shade of a tree,three giraffes grazing in a pasture under a tree,three giraffes are standing next to a tree
563604,000000563604.jpg,a street sign shows the time to park benches,a street sign on top of some orange cones,people walking around an outdoor event and a neon sign,an electronic sign is shown with the time limit,an outdoor electronic sign shows visitors how to walk
563648,000000563648.jpg,a person on a skateboard up in the air doing tricks,many kids are watching a skateboarder do stunts,a skateboarder flying through the air during a trick,two skateboarders doing tricks while a crowd watches,skateboarder performing a trick at the top of a ramp
563653,000000563653.jpg,the view down the street from a store called downtown,two people walk along a city street near businesses,"a city street scene with cars, people and buildings",a street corner with buildings and people walking down the street,a city street lined with tall buildings and trees
563702,000000563702.jpg,a group of fire trucks are parked near the street,a firetruck with two hoses and some other vehicles nearby,firetrucks on roadway surrounded by flag and emergency trucks,the firefighters have set out their fire trucks,there is no image here to provide a caption for
563758,000000563758.jpg,stuffed teddy bear wearing scarf next to window,a stuffed animal with a scarf around it's neck,there is a stuffed animal wearing a scarf,a stuffed teddy bear is dressed in a scarf,a teddy bear is in a scarf that he has on
563882,000000563882.jpg,people in chairs with cell phones and some looking on,"people sit in the audience at an event, holding their phones",a woman holding her cellphone in front of an audience,several people seated in chairs with cell phones in their hands,several people in a waiting room with cellphones
564023,000000564023.jpg,a bathroom stall with a white toilet bowl,a public toilet in a large bathroom stall,a bathroom stall with a toilet on the floor,this is a restroom stall door with a urinal on it,this is a men's bathroom with a urinal
564091,000000564091.jpg,there is a woman talking on her cell phone,a woman sits on the floor while talking on her phone,a woman is sitting on the sidewalk talking on her cellphone,a woman sits on the ground with several jewels laid out on a table with the,a woman on her cell phone in front of a table full of jewelry
564127,000000564127.jpg,a bathroom with the seat up and lid down,a black and white toilet bowl with a seat up,a bathroom that has a toilet and a roll of toilet paper on the floor,view down into a toilet and sink,"view of a toilet with black seat, top down view"
564133,000000564133.jpg,a pack of elephants standing in the grass,a herd of elephants stand together in a field,several elephants with white tusks in an open field,a group of elephants walking through a dry field,there are many elephants that can be seen in the wild
564280,000000564280.jpg,dog resting on couch near remote control and pillow,a dog laying on a sofa next to remote controls and book,a dog laying on top of a couch next to a remote control,a dog sitting on a red couch with an electronic device,a black dog laying on top of a red couch
564336,000000564336.jpg,two men sitting at a table with laptops and a view of the street,a person on a laptop computer in a room,a man is working on a computer at a table,a man sitting at a table with his laptop in a restaurant,an empty table is covered with plastic cups and chairs
565012,000000565012.jpg,long exposure night view of traffic traveling on the highway,light streaks on the road and street lights are blurred and blurry in front of,the city traffic lights and street signs glow brightly at night,cars driving down a street in a city at dusk,long exposure picture of a city street with buildings in the distance
565045,000000565045.jpg,a very small bathroom with two shower stalls and towel racks,a little girl that is standing in a bathroom,a girl sits on the floor in front of towels and a glass shower,two white towels hanging on a wall in the bathroom,a little girl that is standing in a shower
565153,000000565153.jpg,three stop signs with graffiti written on them,stop signs are set at a curve in the road,street signs sit on both sides of the road,a small road with stop signs and a red go sign,stop sign and traffic signs in front of a road
565391,000000565391.jpg,a cat sleeping in the hood of a black jeep,a cat lays on the hood of a black jeep,a black jeep with a cat sleeping on top,a black and white dog laying on the windshield of a car,a black jeep parked in front of another car
565469,000000565469.jpg,a very tall clock tower with a clock in the middle,the tower is tall and has a large clock,tall brick clock tower at night with lights,a clock tower stands tall at night time,a large clock tower at night on top of a building
565563,000000565563.jpg,signs and trash cans are sitting on the side walk of a small street,this is an alley way with parked cars and garbagecans,the sign on the street reads zone 20,a group of garbage cans sitting next to a street sign,the sidewalk with a sign warning of water damage
565597,000000565597.jpg,a pizza has a little bit of ham,the pizza is on a white plate and is cut in half,some kind of sliced pizza on a table,slices of pizza sitting on top of a plate,different pizza slices are shown on a red checkered table cloth
565607,000000565607.jpg,a yellow fire hydrant sitting in the middle of flowers,a green top fire hydrant surrounded by colorful flowers,a fire hydrant stands near the flower bed,a flower garden area filled with multiple colored flowers,a fire hydrant in the middle of some flowers
565624,000000565624.jpg,two elephants standing in an enclosure behind a fence,two elephants that are behind a fence,there are two elephants that are eating grass,two elephants are behind a fence in their enclosure,two elephants walk near an enclosed grassy area
565776,000000565776.jpg,a very nice looking kitchen with purple and green accents,a beautiful kitchen is pictured in this image,"a kitchen with large counters, sink, stove and cabinets",a kitchen has an island counter and a purple oven,a clean kitchen with wooden cabinets and white walls
565778,000000565778.jpg,a blue train is traveling through a tunnel,the train is moving along the track in the forest,an old train pulling carts with passengers is entering a tunnel,a train traveling past a tunnel on some tracks,a blue train going through the tunnel on its way to the exit
565853,000000565853.jpg,a man standing in front of a flat screen tv,a man in a room with wine bottles on the floor,there is a man that is playing some video games,a man is standing in front of a television,a man that is standing up near some wine bottles
565877,000000565877.jpg,a woman sitting on a couch with her laptop,a smiling girl in a blue shirt sitting on the couch,a smiling girl sitting on a couch using her laptop,a person sitting on a couch with a laptop in hand,the woman sits on the couch smiling and using her laptop computer
565962,000000565962.jpg,a cat is looking through a window at a statue,a cat is looking through a window at the other cat,a cat is looking in the window near a statue,a cat in front of a window with another cat in front,a black cat sitting in a window looking out the window at the grass
565989,000000565989.jpg,there is a statue of animals atop a clock on top of a building,statues stand on the roof of an office,a clock tower with three black horses on the top of it,a clock tower on top of the building with statues,a clock on top of a building with statues of people
566042,000000566042.jpg,four giraffes are walking around a forest,group of giraffes all looking up at each other,five giraffes are standing next to each other in a forest,a herd of giraffe standing next to each other,three adult giraffe and two babies are in their pen
566282,000000566282.jpg,two men are kicking a ball in the street,black and white photograph of two men wearing suits playing soccer,a couple of men kicking around a soccer ball,two men are playing with a soccer ball,the two young men are playing soccer on the sidewalk
566436,000000566436.jpg,a man in jean jeans sitting on a bench,man sitting on a bench holding his back,there is a person sitting on a bench,a person in jeans and sneakers sitting on a wooden bench,a man sitting on a bench with his foot up in the air
566524,000000566524.jpg,people walking along a railway track next to the ocean,a train on a track near the water,yellow and black train sitting on a track near water,a yellow and black passenger train traveling down tracks next to the ocean,a train on tracks next to the water and people
566758,000000566758.jpg,an yellow school bus that is parked next to the curb,the school bus is parked on the side of the street,a school bus with the words gonzo this time written on it,a yellow school bus is parked on the side of the street,a large school bus is parked by the curb
566923,000000566923.jpg,people are walking down the sidewalk with blood on their arms,a man is covered in blood next to a fire hydrant,zombie man trying to open a fire hydrant,"a man with bleeding hands and blood on his face, leaning over a fire hydra",people walking down the street with blood on their body
567011,000000567011.jpg,the man is surfing in the middle of the ocean,the man rides the wave in the ocean on his surf board,a man is standing on his surfboard and waving to the side,man on a surfboard surfing at a beach,surfer riding on the top of a wave in the ocean
567197,000000567197.jpg,a street scene with trucks parked in front of buildings,a large truck is parked in front of an old building,trucks parked in front of a building near a road,"old photo of west washington market, as it was built in 1917",two large trucks and a large building in the city
567432,000000567432.jpg,an airplane in the air with it's tail flapping off,a plane is flying through a grey sky,a airplane is flying in the sky on a clear day,a plane is flying in the air on a clear day,an airplane is in midair as it flies
567640,000000567640.jpg,young boys running across a green field in soccer uniforms,a group of young men playing a game of soccer,two soccer teams chasing after a ball as the other teams try and block it,a group of soccer players chasing after the ball,several men are running for the soccer ball
567740,000000567740.jpg,two skiers posing with their ski equipment on top of a mountain,two men are posing for the camera while they stand on skis on the snow,two skiers pose for a picture on the slopes,two skiers posing for a photo on the slopes,two people on skis pose for the camera in the snow
