image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
50326,000000050326.jpg,man in hat standing on beach with wind surfboard,a man stands on a beach waving,the man is flying a kite at the beach,a man standing on top of a sandy beach,a man standing on top of a sandy beach next to the ocean
50331,000000050331.jpg,a bunch of plants that are in some pots,large broccoli and green plants are in large clay planters,some plants are in a container near one another,a couple of large pots full of broccoli,several pots filled with green plant life in the dirt
50380,000000050380.jpg,a child being led around by an adult,an older man helping a child ride a pony,a man walking a small horse with a child,an older man is walking his horse as a boy sits on the back,a man leads a small child on a pony
50638,000000050638.jpg,a little boy holding a teddy bear and walking in a blue flower field,a small boy walking down a dirt road with a stuffed animal,a little boy walking down a dirt path in front of flowers,small boy in striped shirt walking down a path holding a teddy bear,a little boy holding a teddy bear walking on a path
50679,000000050679.jpg,an orange that has been left on the side of the road,an orange is laying on the street,a single orange laying on the side of a road,a single orange sitting on the edge of the street,an orange sits on the side of the road
50811,000000050811.jpg,a man sitting at a table with a bowl and bottle,the man in the business suit is smiling and sitting at the table,the man is sitting at the table next to the bowl and bottles,a smiling man sitting in front of a bowl and two bottles of beer,man sitting at the table with many bottles and a white bowl
50828,000000050828.jpg,"two white beds with pillows, one is made",two beds made up on either side of a table,a bed that is sitting in a bedroom next to a desk,"a room with two beds, a table and a chair",a bedroom with two beddings next to a desk
50844,000000050844.jpg,"stuffed animals, like teddy bears wearing hats, sit on bed",two stuffed animals with caps and scarves sitting next to each other,two small teddy bears with hats and scarves on their faces,the two teddy bears are wearing hats and scarfs,two stuffed animals and one bear in front of a picture
50896,000000050896.jpg,there is some oranges in a glass bowl,small bowl filled with lots of oranges on a table,a glass bowl containing several small oranges,many oranges are piled in a clear bowl,a bowl of oranges and a banana on a gray counter
50943,000000050943.jpg,a surfer rides a big blue wave as it breaks,a surfer in a wet suit on his surfboard,a man that is surfing in the water,a man riding a wave on top of a surfboard,man surfing a large wave in the ocean
51008,000000051008.jpg,a cat sitting on a couch using a laptop,the cat is looking at a webpage on a laptop,a calico cat is sitting in front of a laptop,a cat that is sitting in front of a laptop,a cat is looking at a computer screen
51309,000000051309.jpg,the horses are eating hay while standing together,four horses are grazing in a green yard,a herd of brown horses standing next to each other on top of a grass field,several horses are eating hay in an enclosed field,several horses grazing in a field together
51314,000000051314.jpg,a man in a wet suit riding on top of a surfboard,a surfer is riding his board in the ocean,a man in a wet suit on his surfboard,the man is surfing on the water alone,a man in a wet suit surfing on the water
51326,000000051326.jpg,three pumpkins that are both carved with faces,pumpkins and flowers are next to pictures and pictures,pumpkins are set up in front of a drawing board,flowers and halloween pumpkins are displayed at a book sale,two pumpkins with faces are sitting next to another pumpkin
51598,000000051598.jpg,an old bathroom with some bags and a sink,the wall is gone from the mirror and it appears to be in someones house,a bathroom with a trash can and sink next to a mirror,there is no image on this page to describe,"a bathroom with a sink, mirror and garbage can"
51610,000000051610.jpg,black and white photo of baby looking at a laptop,a baby sitting on a bed playing with an open laptop computer,a little girl sitting in front of a laptop on a bed,a little girl playing with a laptop on a bed,there is a little girl playing with a lap top computer
51712,000000051712.jpg,a man is riding skis down a hill,man in brown jacket on skis going down hill,a person skiing down a snowy slope in the snow,a skier in brown jacket skiing down a slope,a skier is skiing through the snow near some trees
51738,000000051738.jpg,"the room has a bed, chair, desk and television in it",a bed in a hotel room with suitcases and a chair,"this is a photo of a bed, chair, sofa, and window in a","a large room with a bed, chair and table",a bedroom with a bed and chair with a sliding glass door
51938,000000051938.jpg,a snowboarder going down a rail in the middle of the ski slopes,there is a man on skis going down the slope,a man on skis goes down a large pipe,skier on a ski ramp going over an obstacle,a man skiing on the course behind an obstacle
51961,000000051961.jpg,a parking meter that is covered in graffiti,some sort of wall painted with various graffiti,the parking meter is covered in spray paint,several parking meters covered in graffiti on a sidewalk,an old parking meter is covered with graffiti
51976,000000051976.jpg,surfer standing on his surf board at the top of a wave,the surfer is waiting to catch a nice wave,a person is riding a surfboard in the water,a man that is on a surfboard in the water,a surfer catching a wave in the ocean
52007,000000052007.jpg,a yellow and black double decker bus parked next to a curb,a bus sitting at a bus stop with two people standing beside it,a bus is pulling up to the stop to pick up passengers,a double decker bus is at the station,people are getting off a tour bus in england
52017,000000052017.jpg,a yellow airplane is flying through the air,a single engine airplane flies in the air,a small yellow airplane in the sky,a red yellow and blue airplane flying in a cloudy sky,a plane flies through the sky with it's propellers on
52412,000000052412.jpg,an airplane wing flying over a parking lot filled with cars,an air plane wing over many parked cars,an airplane flying over a large parking lot,view from the airplane of an parking lot near airport,an aerial view of a parking lot with airplanes wing
52413,000000052413.jpg,a woman is holding a purple flip phone,a girl is using a toy mobile phone,a young lady has her finger in the case of a pink phone,a hand holding a pink little toy cell phone,a cell phone is pink with princess aurora
52462,000000052462.jpg,two zebras standing next to each other in the grass,two zebra standing next to each other in a field,two zebra standing next to each other in tall grass,two zebras standing in dry grass outside by the trees,two zebras that are standing in the grass
52507,000000052507.jpg,a man walking into the waves with his surf board,a person walking into the ocean holding a surf board,a man walking through the ocean holding a surfboard,a man holding a surfboard walking into the ocean,a man in shorts walking into the ocean with his surfboard
52565,000000052565.jpg,a black and white cow standing by the water,black and white cow standing on beach with ocean in background,black and white photo of cow standing by ocean,a large cow standing in the sand by the ocean,a cow is standing on the beach
52591,000000052591.jpg,black and white photo of a woman holding skis,black and white photograph of woman wearing snow gear holding skis,a black and white photo of a person holding skis,a woman with two skis in her hands and ski poles,black and white photograph of a woman wearing skis
52891,000000052891.jpg,a dog carrying a frisbee on the beach,a dog with a frisbee in it's mouth on a beach,a shaggy dog holds a frisbee on the beach,a wet dog walking on the beach with a frisbee,a dog carries a yellow frisbee on the beach
52996,000000052996.jpg,several soldiers and some women in the kitchen,a group of people in a kitchen with a cooking device,a group of young women and men in uniforms in a kitchen,people in camouflage are gathered around a kitchen,some army personnel are talking to a girl in the kitchen
53505,000000053505.jpg,a bathroom scene complete with a toilet and sink,there is a bathroom with some toilet paper in it,a bathroom with a toilet and towel rack with jars on it,a bathroom that is white with the toilet seat up,there is a toilet in the bathroom with it's lid up
53529,000000053529.jpg,the dog is in the car with the girl,a lady in a truck with her beagle dog,a dog is sitting in the truck door and is wearing a st patricks hat,a girl is sitting in the driver seat of a truck with her dog,the dog sits in the drivers seat of the car
53624,000000053624.jpg,an elephant with water standing in its enclosure,an elephant walking in water near some large rocks,an elephant is standing in the water with his trunk hanging out,a couple of elephants standing around in their pen,an elephant in a pen drinking from some water
53626,000000053626.jpg,a group of people standing next to each other on top of a ski slope,three people with skis and ski poles standing on the snow,the four skiers are posing for a picture,five people posing in ski gear on a mountain top,four people posing in ski gear on a mountain
53909,000000053909.jpg,person showing an iphone with the finger on a keyboard,someone holding a cell phone in their hand,a hand holding up an iphone that is being shown,hand holding an iphone with a photo of someones hands showing,a person holding an iphone with a laptop on its screen
53994,000000053994.jpg,a parking meter on the sidewalk next to grass,a parking meter sitting on the side of a road,a red and blue parking meter sitting next to a brick wall,a street side parking meter with some signs by it,a red and blue parking meter on the sidewalk
54123,000000054123.jpg,a group of zebras grazing on grass on the savannah,a bunch of zebras that are standing in the grass,a herd of zebras in a grassy plain,a group of zebras grazing in the desert,three zebras grazing on grass in a field
54164,000000054164.jpg,man in full wetsuit riding wave on surfboard,a man in a black wet suit riding a wave on top of a surfboard,a man riding on a wave in the ocean,a young man riding a wave on top of a surfboard,a man that is riding a wave in the ocean
54592,000000054592.jpg,two skiers standing on a snowy mountain slope at sunset,two people wearing white jackets while standing in the snow,two skiers are ready to ski down a steep hill,a man with his skis and backpack ready to go,a pair of snowboarders going up the side of a snowy hill
54593,000000054593.jpg,a little league baseball game being played and the players at home plate,little league baseball game with player up to plate,young baseball player holding a bat standing in the dirt,a small child is playing base ball in the field,a young boy holding a baseball bat on a field
54605,000000054605.jpg,some dessert sits on a table near a plate with a piece of cake,someone sitting in a cafe with some drinks and food,a table with a slice of cake and beverage in it,a piece of cake sits on a plate with fork and knife,a slice of cake is next to a beverage at a cafe
54628,000000054628.jpg,this is a 3 tiered wedding cake in white and blue,a wedding cake sits atop a cloth draped table,this wedding cake has an intricate design on the tiers,three layer wedding cake on table with chandelier,there is a fancy four layer cake sitting on the table
54654,000000054654.jpg,a woman is serving food out of an open pot,a woman is cooking a meal in a pot,a woman standing over a pan holding food in it,woman cooking food in the kitchen using skillet,woman in an old fashion kitchen cutting a pie with a knife
54931,000000054931.jpg,a woman is holding onto something rope next to a horse,woman wearing pink top leading white horse,a girl in tights and heels is holding a rope near a horse,a woman holding reins leading to a horse,the woman is leading her horse with strings
54967,000000054967.jpg,a bunch of cars and buildings on a street,cars traveling down the road in front of tall buildings,a busy street filled with cars and pedestrians,a street with tall buildings and trees next to cars,a street with many cars driving down the road
55002,000000055002.jpg,a toilet with a metal flush toilet bowl,the toilet is metallic and there is a blue thing inside,the floor is clean and ready to be used,an overhead view of the back of a person in a public bathroom with toilet seat,a metallic toilet in a public restroom stall
55022,000000055022.jpg,the interior of a bicycle shop with bikes parked in rows,some bikes parked inside of a room with lots of shelves,a pink bike parked on top of a wooden floor,there is a pink bike in a room with wooden floors,bikes displayed in a bike shop next to each other
55072,000000055072.jpg,there is a tall giraffe walking along the savannah,a large giraffe is walking through the grass and weeds,a giraffe is walking in a field near some bushes,a giraffe standing on top of a dry grass field,the giraffe is standing in the dry brush near some bushes
55150,000000055150.jpg,two kids sitting in their luggage at the roadside,a couple of children sitting in luggage in the street,there are two children that are sitting in a stroller,a small child sits in a luggage cart in front of another small child who is,two children sitting in luggage carts by cars
55167,000000055167.jpg,a yellow and blue bus is driving down the road,a bus driving on the road next to a grassy hill,a bus traveling down a street next to houses,a yellow and blue bus driving down the road,a blue and yellow bus driving down a city street
55299,000000055299.jpg,a pelican sits on top of some rocks,a pelican standing on a rock by the ocean,a bird is sitting on a rocky ledge at the beach,a bird standing on a rock by the ocean,bird standing on the edge of a rocky beach
55528,000000055528.jpg,a man holding a toothbrush in front of his face,a young man is sitting on a chair holding a straw,a man sits in a chair holding an object in his hand,young man sitting on couch holding a paper and a pen in hand,young man sitting on couch holding paper bag with toothbrush
55950,000000055950.jpg,a tennis player is about to make a return to the ball,a man playing tennis on a tennis court,a man playing tennis on a green tennis court,a man standing on a tennis court holding a tennis racquet,a man in an orange shirt is playing tennis
56127,000000056127.jpg,an unusual looking kitchen that looks like a ship,the inside view of a restaurant or cafe that is well equipped,a narrow kitchen with a sink and oven,an open looking train station with a red light,"a kitchen area with a sink, stove, oven and counter top"
56288,000000056288.jpg,a sandwich cut in half and some vegetables on a plate,the plate is half eaten with a sandwich on it,a very big sandwich on a white plate,a big sandwich on a plate in front of a computer,a sandwich that is cut in half with lettuce and some pickles on
56344,000000056344.jpg,three computer screens on top of a computer desk,a desk topped with two monitors next to a computer keyboard,a computer desk with two monitors on it,three computer monitors and two laptops sitting on a desk,a desk that has three computer screens and a phone on it
56350,000000056350.jpg,picture of group of people on tiled wall with urinal,there is a photo of people on the floor and under the urinal,the floor is tiled and the toilet in the bathroom has pictures of people on it,large advertisement of men on tile floor next to urinal,several people have their picture taken and are on a bathroom floor
56545,000000056545.jpg,a bird perched on top of a tree branch,bird perched on branch of tree in natural area,there is a bird perched on a tree limb,this is a bird sitting on a branch,a bird perched on top of a tree branch
